y,x1,x2,x3,x4,x5,x6,
0.95833,0.0010936,0.075825,-0.00012833,-0.18846,0.023651,0.25474,
-1.4153,-0.015194,0.10865,-0.093887,-0.36914,-0.011717,0.29992,
0.75801,0.014981,-0.10097,0.034991,-0.061728,0.030494,-0.63112,
-0.22212,0.14473,-0.58974,0.0044511,0.34381,0.14818,-0.46791,
-1.3065,-0.011053,0.14779,-0.019628,0.014419,-0.023999,-0.10417,
-0.28508,0.088663,-0.40248,0.043413,0.0019807,-0.12231,0.85902,
-0.47431,0.072862,-0.6768,0.071041,0.69285,0.079799,-0.27436,
0.58232,-0.036593,0.016843,-0.020261,0.27739,-0.052853,0.80759,
-0.33463,0.0062442,0.012911,0.058199,0.073441,0.1449,-0.45794,
1.8006,0.069403,-0.42136,0.10728,0.90936,0.18073,-0.96204,
1.073,-0.035729,0.23891,-0.0016236,-0.3197,0.0074639,0.46776,
0.27534,-0.13377,0.33572,-0.019994,-0.3115,-0.1051,0.40334,
-0.16468,-0.057296,0.13268,-0.045189,-0.14042,0.093085,-0.96902,
-1.1459,0.023661,-0.10388,0.01853,-0.36286,-0.12357,0.37912,
0.39112,-0.019994,0.015504,-0.044812,-0.33212,-0.011411,0.16238,
0.62313,0.03328,-0.24842,0.016432,0.16453,0.071146,-0.55285,
-0.13426,-0.053838,-0.1475,0.053928,0.45443,-0.016749,0.51827,
1.7255,0.048532,-0.23841,0.07601,0.64486,0.11908,-0.53058,
1.9726,0.039267,-0.20233,0.082578,0.030636,0.017582,0.48375,
-1.2013,0.031339,-0.25734,0.022641,0.28886,0.066519,-0.95421,
0.27015,0.079578,-0.24179,0.047498,0.32001,0.18073,-1.2481,
0.83456,-0.05715,0.50673,-0.0086092,-0.4278,-0.040243,1.0816,
0.90706,-0.070389,-0.027565,0.042603,-0.13332,-0.10102,0.21792,
-1.0215,-0.012991,-0.039226,0.022956,-0.60406,-0.034904,0.78962,
2.2816,-0.00082109,0.38001,-0.030797,0.28965,0.051148,0.26592,
0.68561,0.054829,0.044713,0.053411,0.093558,0.0082493,-0.14832,
-1.027,-0.015335,-0.074979,0.027623,0.34151,0.12483,-0.75138,
0.71429,0.0028039,-0.15702,0.063462,0.13061,-0.015698,0.18988,
-0.41369,-0.018279,-0.08544,0.046015,0.31665,0.069994,-0.1435,
-0.18156,0.051982,-0.22032,0.04081,0.12386,-0.10891,0.040806,
-0.073985,0.094691,-0.014594,-0.034517,-0.34873,-0.022041,0.057388,
-1.3353,0.13827,-0.56225,0.020264,-0.065295,-0.038109,0.012034,
-1.3734,-0.020358,0.1662,-0.030132,-0.10915,-0.023503,-0.33244,
1.6724,-0.012771,0.078834,0.059217,0.52304,-0.014154,-0.43035,
-0.69223,-0.033884,0.42286,-0.10005,-0.52576,-0.073404,1.1269,
-0.99152,0.052443,-0.30508,0.053905,0.58642,0.044445,-0.53549,
-1.0656,0.070641,0.33047,-0.046592,-0.10323,0.019686,-0.24623,
0.84602,0.043165,-0.18141,0.082612,-0.064056,-0.042488,0.53365,
0.46518,-0.045833,0.58378,-0.12609,-0.71116,-0.12681,0.53243,
-0.19485,0.017805,0.40329,0.0021542,0.24634,0.01273,0.073407,
-1.3295,-0.14311,0.34714,0.0029725,0.38817,0.11047,-0.7365,
-1.0302,-0.015215,0.44519,-0.09798,-0.16566,-0.063142,0.16453,
-1.4976,-4.59E-05,-0.38515,0.052399,0.084765,0.080744,-0.54485,
1.9021,0.057171,-0.034968,0.041422,0.33755,-0.063196,0.52696,
0.33472,0.057555,0.47105,-0.086461,-0.23264,-0.051652,0.83624,
0.050885,0.058424,-0.72247,0.13562,0.41879,0.075222,-0.97974,
0.017401,0.060404,0.0068235,0.016597,-0.0060986,-0.11879,-0.17131,
0.4791,-0.017466,0.38988,-0.09911,-0.51136,-0.054387,0.043922,
1.606,-0.048008,0.47589,-0.031689,0.26136,0.077421,-0.088323,
1.6455,-0.077693,0.69738,-0.047607,-0.10079,-0.028848,0.38946,
-1.2885,-0.035477,0.74041,-0.030335,-0.31979,-0.006142,-0.47011,
-1.1906,0.0776,-0.17838,-0.10098,-0.218,-0.11289,0.80868,
-0.60234,-0.042953,0.40584,-0.035769,-0.068205,0.05013,0.60578,
0.0072992,-0.050708,0.26776,-0.085736,-0.20661,-0.090978,-0.13771,
0.42959,0.051718,-0.40823,-0.017614,0.30147,-0.0069834,0.0059424,
0.41596,-0.025606,-0.25618,0.001801,-0.10831,0.018885,-0.54078,
0.85281,0.13296,-0.59188,0.094211,0.029887,-0.16863,0.73528,
-1.4383,-0.0093728,-0.026654,-0.064761,-0.29892,0.033418,0.020628,
0.49059,0.045823,-0.14069,0.01952,0.067445,0.11365,-0.016514,
-1.7393,0.012254,-0.44377,0.010058,0.39114,0.084367,-0.82244,
-0.88242,-0.060398,0.22364,-0.0030978,0.25866,-0.063867,0.097935,
-1.197,-0.098392,0.48468,-0.088125,-0.077446,-0.025957,0.28643,
-0.036419,-0.0043007,-0.16044,0.0078084,-0.037873,0.035634,-0.77303,
0.73233,-0.013481,-0.28032,-0.037918,-0.10839,-0.097306,0.24058,
0.16034,-0.049015,0.23932,-0.021803,0.31166,0.10071,-0.13077,
-1.0395,-0.034756,0.041329,0.0014014,0.058656,-0.065885,0.64801,
0.71482,0.010701,0.35283,-0.098783,-0.29113,0.0076728,-0.26469,
-1.2432,-0.097182,0.63614,-0.061581,-0.52994,-0.19253,1.1651,
-1.4612,-0.071998,-0.50665,-0.069063,-0.057029,0.036197,0.42903,
-0.28956,-0.056491,-0.33022,-0.056491,0.18121,-0.024753,0.67219,
-1.1089,-0.052876,0.35815,-0.0017143,0.2759,0.054597,-0.29216,
-0.17051,-0.063614,0.57691,-0.0081706,0.3286,0.058558,-0.8146,
1.8792,0.043122,-0.1543,0.027734,0.079003,0.10016,0.36441,
0.80968,-0.03289,0.73566,-0.16183,-0.68668,-0.069793,0.51698,
0.95563,-0.017842,0.48843,-0.029583,-0.24158,-0.1484,0.51549,
2.7706,0.16363,-0.66628,0.22035,1.2322,0.19706,0.33419,
1.202,0.10418,-0.25873,0.093247,-0.098771,0.032109,-0.12734,
-1.4904,-0.098827,0.18189,-0.020914,0.16494,-0.073887,0.06616,
1.0023,0.045275,-0.20931,0.041571,0.25613,0.062141,0.13531,
-0.18391,0.0083362,0.12279,-0.052579,0.077372,0.024073,-0.64594,
-0.55002,0.096432,-0.47337,0.090081,0.24707,0.12671,-0.87624,
1.0412,0.032506,-0.053774,-0.0076701,-0.21971,-0.064462,0.10596,
0.013596,0.049351,-0.12152,-0.048838,0.0048901,0.11198,-1.1716,
0.4777,0.014412,0.070754,-0.035753,-0.30922,-0.21898,0.26258,
0.89188,0.059737,0.15956,-0.016875,0.22512,0.029513,0.014694,
0.23661,-0.040822,0.14569,-0.073676,-0.57007,-0.14064,0.42808,
0.56462,-0.062598,0.48932,-0.11894,-0.51803,-0.1093,0.73354,
-0.011886,-0.042811,-0.087607,0.092851,-0.36808,-0.08477,-0.30006,
-0.58705,0.09886,0.12057,-0.041873,0.026791,-0.022083,0.48312,
-0.13656,0.037328,-0.049403,-0.010682,-0.24428,-0.044121,-0.54638,
0.31955,0.010645,-0.15114,-0.010777,-0.32898,-0.035427,0.12475,
-0.16049,-0.16838,0.31065,-0.047325,-0.28378,0.013902,0.67277,
-1.0545,-0.026215,0.096585,0.032385,0.2883,-0.061979,0.09812,
0.73723,-0.0044545,-0.048409,0.078733,0.73405,0.10544,-1.0056,
-0.69897,0.020949,-0.012322,0.0052767,-0.074855,-0.009462,0.038307,
0.71796,0.00055431,0.11541,-0.12381,-0.28449,-0.087126,0.41429,
-0.95967,0.00085493,0.14038,-0.11512,-0.36934,0.080366,0.10798,
0.61477,0.051551,-0.52184,0.0057027,0.19594,0.056764,-0.83337,
-0.42614,-0.036407,0.20661,-0.014838,-0.25511,-0.031177,0.010866,
0.11233,0.13838,-0.42184,0.025141,0.076499,-0.050234,0.26247,
-0.36044,-0.092748,0.47793,0.0051629,-0.70993,0.0063779,0.32488,
-1.6361,0.071115,-0.26677,-0.012521,-0.29418,-0.087307,0.35391,
0.12374,-0.025965,0.12303,-0.0026993,0.15969,0.064271,-0.52318,
0.20221,-0.091989,0.23187,-0.078621,-0.38062,-0.072014,0.12019,
-0.17603,-0.0016731,0.16369,-0.068831,-0.36719,-0.030997,0.54783,
1.5316,0.012738,-0.16846,0.015543,0.1552,0.068449,-0.17077,
0.51938,0.057562,-0.48966,0.087312,-0.02311,-0.089565,0.59459,
0.3401,0.12225,-0.46495,0.084726,0.27089,-0.0029066,-0.022768,
-3.9241,0.05583,-0.19437,0.084426,0.23565,0.15925,-1.2923,
-0.23099,-0.15681,0.35463,-0.1308,-0.15185,-0.058173,0.2562,
-0.22576,-0.023484,0.72716,-0.055073,-0.44632,-0.023114,0.11757,
-0.0041663,-0.035953,0.22914,-0.03918,-0.3268,-0.040095,-0.43785,
0.57252,0.070514,-0.37617,-0.035203,0.10964,-0.10705,-0.048689,
0.40254,-0.036266,0.053145,0.0044742,-0.23103,0.0075628,-0.38439,
0.60148,-0.11924,-0.1236,-0.019671,0.18322,-0.036767,-0.17698,
1.568,-0.014176,-0.0034191,0.054514,0.085181,-0.0094387,0.30636,
1.4094,-0.058373,0.42407,-0.098292,0.060433,0.011526,0.51997,
-1.7086,-0.0032075,0.48941,-0.10677,-0.54505,-0.22322,0.95863,
1.9076,0.061846,-0.3163,0.086515,0.57398,0.11595,-0.38887,
-0.38293,-0.10811,0.46975,-0.11031,-0.10522,-0.065802,0.67831,
1.1532,0.035307,-0.12519,-0.041957,-0.11011,0.024225,0.36927,
0.81534,-0.02539,0.18801,-0.055512,-0.03146,0.041031,-0.4176,
0.34164,0.1056,-0.46503,0.068613,0.080862,-0.0043452,0.065993,
-1.0342,0.017697,0.047086,-0.018695,0.089117,-0.045349,0.40776,
-0.71571,-0.045576,0.39306,-0.0058308,0.0017928,0.025277,0.10791,
-0.97596,-0.0099903,0.17853,-0.021996,0.090257,0.064483,-0.64973,
-1.106,0.041315,-0.10646,-0.047963,0.17556,0.010393,-0.13131,
-0.0038484,0.0059534,0.40962,-0.12357,-0.88338,-0.15336,0.86357,
-0.59457,-0.11043,0.34728,-0.072126,-0.17999,0.067126,0.50664,
1.1011,-0.038043,0.15866,-0.04206,-0.14367,-0.0083648,0.72905,
-2.0372,0.003954,-0.15087,0.13573,1.0084,0.15165,-0.24722,
0.4564,-0.027317,0.0015388,-0.013908,0.45755,0.10817,-0.48694,
-1.4841,0.030606,-0.54022,0.056007,-0.10705,-0.023569,-0.15855,
-0.73337,-0.01527,0.5587,-0.030417,-0.25124,-0.097412,0.38703,
0.90335,0.048558,0.0992,0.019206,0.13598,-0.072733,0.46354,
-1.2263,0.022526,0.79668,-0.17285,-0.4511,-0.20771,1.038,
2.0265,-0.039824,0.071093,0.037935,0.17164,0.124,0.26511,
-0.45437,0.039159,0.15947,-0.014913,0.50499,0.093533,-0.3646,
0.18839,0.038707,-0.36393,-0.040848,-0.041031,-0.073615,0.53781,
2.2328,0.049758,-0.3635,0.070211,-0.14899,-0.17373,1.6179,
-0.98551,-0.022529,0.055186,0.058759,-0.22315,-0.026438,-0.053578,
0.045007,-0.076309,0.091818,-0.093723,-0.05374,-0.099831,0.35596,
1.0271,0.037822,-0.42176,0.064948,0.014627,-0.11181,0.6019,
0.78094,-0.019097,0.42763,-0.0027747,-0.32085,-0.0021665,-0.39047,
0.90984,0.050782,-0.11665,0.088007,-0.1284,-0.059892,0.71999,
0.65157,0.062659,-0.20168,-0.0045949,-0.089206,0.010916,-0.58606,
-1.894,-0.043707,0.20892,-0.075238,-0.098933,-0.10621,0.29659,
-0.33215,0.045907,-0.067041,0.0030219,-0.3505,-0.078113,0.48226,
-1.2378,-0.05583,-0.09619,0.10144,-0.054213,-0.045838,0.15604,
-0.17671,0.054993,-0.0093947,-0.046661,-0.4247,-0.082394,0.1892,
-1.0289,0.020705,-0.15816,0.053061,0.1282,0.035224,-0.079922,
0.57599,-0.10773,0.038182,-0.080901,-0.43714,-0.0035525,0.49614,
-1.3873,0.03312,-0.1107,-0.049358,0.12477,0.091904,-0.81526,
2.1456,0.055143,-0.26265,0.085937,0.33381,0.10084,-0.15627,
0.23626,0.024342,-0.29118,0.034201,0.29568,-0.05378,-0.88752,
1.1699,0.00055569,0.34738,0.057751,0.16719,-0.11732,0.24434,
1.3022,0.02839,-0.081211,0.037556,0.53806,-0.040157,-0.11599,
-1.6217,-0.067837,0.18685,-0.06817,0.22182,0.071381,-0.56662,
-0.049414,-0.042967,0.42944,0.040459,-0.016808,0.016887,0.31773,
-1.1875,-0.079964,-0.045313,0.081981,0.016209,0.020809,-0.4672,
-1.5669,-0.038982,-0.36371,0.0076864,-0.15357,0.075534,0.0099233,
0.23845,-0.0073995,0.14446,0.034932,0.22878,0.089227,-0.36648,
1.3009,0.057311,-0.15585,0.052029,-0.0085448,0.097453,-0.30265,
-0.0080435,-0.15176,0.25781,-0.015514,-0.34204,-0.028703,0.82791,
-1.7859,0.061864,-0.3334,-0.030321,0.25876,-0.075815,-0.34647,
-0.44342,-0.0080895,0.0060074,0.063094,0.65585,0.091991,-0.50342,
-0.72264,0.00046176,-0.28013,0.0043936,0.15166,0.0047696,0.56205,
-1.1525,-0.010626,0.38148,-0.076703,0.022871,0.027936,-0.55044,
0.062811,-0.012199,0.012705,0.011758,-0.05989,-0.059271,-0.53128,
-0.98139,-0.075672,-0.31398,0.025014,0.62378,0.14883,-1.0409,
0.35301,0.029053,0.25752,-0.0029662,-0.051414,-0.0014138,0.39582,
-1.7581,0.073296,0.080952,-0.036231,-0.11676,0.0059308,-0.63967,
1.0023,-0.0095708,0.19408,0.057639,-0.22024,-0.10526,-0.03151,
1.1047,-0.067616,0.36784,-0.068857,-0.47656,-0.0058315,0.62136,
1.8966,0.016042,-0.056186,0.13368,0.58483,0.25906,-1.2035,
0.21552,0.039388,-0.19147,-0.0018463,0.29221,-0.11292,0.61869,
-1.3178,-0.066924,0.80148,-0.12114,-0.34199,-0.078762,0.13783,
-0.059551,0.032504,-0.059197,-0.011487,-0.35461,-0.078302,0.85705,
0.66276,0.0012199,-0.31971,0.014125,-0.13075,-0.018449,-0.26744,
-1.0929,0.013262,0.24252,0.026249,-0.091512,-0.097488,0.41457,
0.52561,-0.13749,0.39231,-0.074032,0.16505,-0.05738,0.76647,
-1.0404,-0.069418,-0.055872,-0.091349,-0.067169,0.046332,0.42154,
-1.341,-0.04141,-0.10406,0.0262,0.061152,0.02986,-0.013452,
0.79387,0.070659,0.089855,-0.10591,-0.73219,-0.091,0.54166,
0.39627,-0.051401,0.40885,-0.027425,-0.11516,0.046648,0.0061961,
1.2809,-0.00085264,0.43871,-0.056094,-0.38922,-0.0041186,0.13694,
1.382,0.051379,-0.022911,0.056903,0.30994,0.13083,-0.86394,
0.5588,-0.0013446,-0.31045,-0.050776,0.28879,0.047624,0.22463,
1.1288,-0.0092911,-0.16445,0.0036323,0.34201,0.0046684,0.17523,
-0.16791,0.011006,-0.062977,-0.039186,0.0046876,0.015591,-0.43783,
0.030988,-0.018184,0.3454,-0.084409,-0.2705,0.034884,-0.56707,
0.74089,0.083381,-0.32901,-0.076723,-0.69718,-0.10368,0.72711,
1.3073,0.048837,-0.013914,0.021475,0.37921,0.11061,-0.84011,
0.53508,-0.032689,0.7048,-0.0082762,-0.2694,0.067189,-0.17093,
