y,x1,x2,x3,x4,x5,x6,
0.38383,-0.0099683,0.022773,-0.020141,-0.031675,0.036156,-0.5244,
-0.97642,-0.012676,-0.062222,0.051831,-0.19577,0.0043289,0.30469,
1.4638,-0.030474,0.18517,-0.0044748,0.091388,-0.014922,0.39741,
0.88354,-0.010782,0.20462,0.020058,0.067943,-0.019058,0.38762,
-0.50417,0.12335,-0.017256,-0.035653,-0.020614,-0.0043286,-0.72582,
0.71746,0.17821,-0.2632,-0.094708,0.29379,0.011705,0.023354,
-0.45792,-0.096358,0.025168,0.018321,-0.067383,0.014935,-0.43134,
1.5616,0.01509,0.056359,0.0068468,0.045769,0.0010359,0.62011,
0.25615,-0.11449,0.1624,0.020137,0.011085,-0.001807,-0.37333,
-0.78725,0.043246,0.03734,-0.045442,0.18615,0.023652,-0.94745,
-0.3595,-0.09658,0.25577,0.10932,-0.55154,0.030145,-1.1273,
0.5305,-0.035714,0.073744,-0.042207,-0.37986,-0.016695,1.1608,
1.9929,0.014961,0.18393,0.031473,-0.037754,0.0076403,0.45532,
0.038383,-0.042671,-0.091122,0.019193,-0.34079,0.038419,-0.50302,
0.066439,0.087947,-0.088612,-0.0038869,0.12648,-0.0010211,-0.49623,
1.8498,-0.063653,0.26823,0.11699,-0.43764,0.033746,0.38102,
-0.84714,-0.029162,0.042485,0.038141,-0.020756,0.0038834,0.6725,
0.34029,-0.077577,0.15448,0.060487,-0.45041,0.036178,-0.47374,
0.64664,0.088542,-0.28624,0.050056,-0.025678,0.020873,0.25162,
0.23081,0.011614,-0.091467,0.049943,0.0016287,0.030054,-0.82868,
1.2163,-0.033722,-0.0073028,-0.036088,0.15796,-0.029078,0.43867,
0.48753,0.033931,-0.33604,-0.028392,0.21529,-0.024255,-0.17441,
-2.174,0.0023261,-0.25791,-0.067204,-0.075089,0.0064878,-0.20872,
-1.282,-0.044007,0.33567,0.047775,-0.22373,0.0012952,-0.31235,
0.90392,0.10944,-0.57027,-0.17844,0.49087,-0.037887,0.76524,
-2.1757,0.058286,-0.26262,-0.089811,0.25886,0.035851,-0.70518,
0.77654,0.11453,-0.26432,-0.039889,-0.038781,0.0017963,0.40795,
-1.2979,0.11828,-0.094464,-0.020625,0.038065,0.011596,-0.19192,
1.875,-0.046665,0.066721,0.0035594,0.13022,-0.030845,1.0559,
0.84585,0.012458,0.0054681,-0.01407,0.19942,-0.031841,0.13804,
0.93986,0.029014,-0.16586,-0.036962,0.024535,-0.018149,0.2629,
0.33509,0.0030493,-0.2015,-0.035083,-0.18663,-0.026094,-0.0058004,
1.7087,-0.087017,0.17812,0.098248,-0.18466,0.00197,0.45561,
0.68763,0.026739,-0.25887,0.040015,-0.118,0.0021869,-0.36557,
-1.282,-0.14362,0.1993,0.073459,-0.58956,0.084965,-2.5127,
-1.1111,-0.052585,0.071597,0.0025267,0.11269,0.015096,0.043663,
-0.35403,0.056632,-0.060337,-0.023169,0.054239,0.024286,-0.77385,
-0.41641,0.034428,-0.12697,-0.049716,0.0041058,0.061223,-0.48572,
0.55375,0.10079,-0.12113,-0.0039286,0.28517,-0.020937,0.19129,
-0.10462,0.043539,-0.040759,0.051128,0.09426,0.025858,-0.51579,
0.29392,-0.033356,0.037663,0.021019,-0.24374,0.0013054,-0.67039,
-1.2093,0.0092618,-0.056963,0.053479,-0.15009,0.025251,0.27617,
-1.3861,0.046076,-0.19951,-0.086482,0.091778,-0.042357,0.36097,
-0.80413,-0.060641,0.036623,0.031701,-0.0055748,0.013375,-0.6656,
-0.68529,0.045409,0.081727,0.059142,-0.15897,0.02373,0.012564,
0.41659,-0.023445,0.0070527,-0.0086179,0.11788,0.0065013,-0.56255,
-0.037964,0.049013,-0.2448,-0.15071,0.16476,0.013605,-0.59038,
0.55483,0.099956,-0.19945,-0.13414,0.34218,-0.031612,0.71565,
0.42927,0.023636,-0.077135,-0.015229,0.209,-0.018633,0.02547,
0.94694,0.10542,0.019213,-0.057432,0.13676,0.0030368,-0.029367,
-0.59382,0.15854,-0.13631,-0.025889,0.13719,-0.0094677,0.31733,
-2.1625,-0.054183,-0.095418,-0.046845,0.055333,-0.030703,0.062721,
-0.22532,-0.063288,-0.025673,0.031922,-0.16183,0.034468,-0.73702,
-0.15311,-0.0038668,-0.33554,-0.048353,0.35152,-0.014597,0.17394,
0.9831,-0.067188,0.055152,-0.058359,0.11622,-0.028289,0.54293,
-2.1908,-0.011011,0.18718,0.12883,-0.1556,0.052237,-1.6168,
0.26107,-0.11541,0.21116,0.028951,0.086056,-0.0056868,-0.02217,
-0.037071,-0.074906,0.10759,0.0080925,0.021729,-0.0018178,0.10562,
-0.023442,-0.047962,0.16125,0.041051,-0.24062,0.054165,-0.23939,
-0.50859,0.056245,-0.13088,-0.010476,-0.1987,0.054837,-0.81866,
-1.1045,0.026972,-0.13162,-0.048769,-0.069312,-0.018087,0.65026,
-0.66871,0.024225,0.20147,0.088874,-0.22291,0.0046723,0.1504,
1.5937,-0.0039779,0.09254,0.074202,0.056183,-0.019168,0.16828,
0.39155,0.022908,0.018058,-0.031467,-0.18097,0.00056993,-0.49062,
0.49448,-0.026824,0.0033692,-0.0222,0.1533,-0.0026413,0.23492,
1.2696,-0.025085,0.23801,0.060128,-0.056506,-0.016346,0.28391,
0.61691,0.0027189,0.091177,-0.027356,-0.14966,0.0087408,-0.36024,
-2.3108,-0.13627,0.44433,0.13745,-0.45972,0.037852,-1.0456,
1.0945,0.080052,-0.20649,-0.058636,0.13063,-0.022986,0.52714,
-0.43259,0.010651,0.179,0.0047181,-0.32931,0.01308,-0.76385,
0.84096,0.014658,0.012695,-0.028722,0.24234,-0.035737,0.61399,
-2.1282,-0.07775,0.33546,0.1087,-0.55553,0.042467,-0.73718,
0.021437,0.010592,-0.10733,-0.037485,-0.29566,0.02321,-0.45108,
-1.5725,0.066778,0.055653,0.078003,-0.26291,0.0042927,-0.34795,
0.24131,-0.043067,0.092883,0.098948,-0.17888,0.035743,-0.75117,
0.47993,-0.0057579,-0.057135,-0.041288,-0.027985,-0.0056289,0.67962,
1.2085,0.0099834,0.026348,0.044332,-0.31505,5.08E-05,0.32839,
-1.6304,0.063468,-0.22513,-0.14981,0.30142,-0.025296,0.47658,
-1.324,-0.030524,0.22966,0.010041,-0.0097127,-0.017183,0.14626,
1.3516,0.019341,0.0056078,-0.021538,0.14454,-0.01917,0.65869,
1.4069,0.075035,-0.068277,0.029425,-0.064869,-0.034085,0.25325,
-1.0976,0.016919,0.12846,-0.009249,0.11806,0.0015873,0.072976,
1.1803,-0.012878,-0.032361,-0.018388,0.043772,0.033626,0.25981,
-1.504,-0.032495,-0.014612,-0.04502,-0.14283,0.0026281,0.32361,
0.20179,-0.010082,-0.045504,-0.0079905,-0.38545,0.056333,-0.66191,
-0.59029,-0.010692,-0.053589,0.031577,0.042691,-0.018823,-0.43815,
0.35281,-0.04377,-0.010534,-0.035657,0.0054586,-0.036895,0.80786,
-0.78039,-0.10037,0.15669,0.035572,-0.41173,0.00071353,-0.27784,
1.0224,0.0058228,-0.1061,0.064487,-0.18435,0.0063688,0.57467,
1.4757,0.084695,-0.18304,-0.049824,0.3175,-0.039273,0.49223,
-0.71969,0.0039764,0.28615,0.080993,-0.19589,0.057735,-1.3955,
0.17244,-0.083131,-0.077415,0.072436,-0.38596,0.053474,-0.7641,
1.4965,0.080537,0.0065956,0.016373,-0.056366,0.00016156,0.1638,
0.76359,0.078545,0.047907,0.049143,-0.01171,-0.01137,0.38311,
-0.15242,0.046931,-0.21377,-0.037513,-0.14523,0.033326,-0.81888,
1.4518,-0.066809,0.2788,0.087292,-0.067805,-0.0090471,0.077848,
-2.0156,0.038894,0.014819,-0.028808,-0.11334,-0.0079591,-0.58076,
0.94663,0.098259,-0.12822,-0.014088,0.17886,-0.010535,-0.062409,
-0.63704,0.066836,-0.18,-0.13859,0.54981,-0.021459,0.78869,
1.0063,0.12337,-0.0034442,-0.017662,-0.055386,-0.012494,0.30396,
-1.8833,0.0040705,-0.050986,0.046974,-0.32569,0.0053329,-0.63656,
1.3439,0.044894,-0.15303,-0.014542,0.24467,-0.02681,0.50652,
1.4323,-0.0584,-0.24957,-0.13743,0.43432,-0.02036,1.1808,
0.97364,-0.18812,0.26542,0.06968,-0.12583,-0.041442,0.45374,
1.1667,-0.039749,-0.064537,-0.067071,0.41521,-0.023712,0.50432,
0.26459,0.067599,-0.46181,-0.13934,0.15727,-0.011358,0.094213,
0.26692,0.0285,-0.2297,-0.04176,0.16989,-0.023842,0.22285,
1.8808,-0.054033,0.19208,0.016345,0.023203,-0.015211,0.70668,
0.85799,0.11073,-0.047527,-0.037024,0.048624,-0.044405,0.50175,
-0.37,-0.095765,0.29045,0.046568,-0.24791,0.010775,-0.70817,
0.06677,-0.058046,0.0833,0.0011426,0.36418,-0.049866,0.0093653,
1.3257,-0.09342,0.11601,0.041829,0.26729,-0.0073467,0.58923,
1.1256,0.050118,-0.0949,-0.012442,-0.035532,-0.0024336,0.015407,
-0.81963,-0.059623,0.3222,0.02884,-0.037804,-0.012791,0.46992,
-2.3699,-0.10181,0.020368,-0.0035135,-0.079832,0.030126,-0.44837,
-0.78556,-0.092076,0.15627,-0.038875,0.053556,0.0038034,-0.36314,
1.1299,-0.020419,-0.12582,-0.040104,0.40366,0.0043003,0.42231,
0.1772,0.016647,-0.0047741,0.00041646,0.34992,-0.019692,0.070397,
0.53904,-0.014147,-0.13756,-0.15966,0.45712,-0.051782,1.0872,
0.17086,0.024089,-0.1633,-0.069414,0.26314,-0.0030443,0.074732,
-0.60992,0.080549,-0.22522,-0.076391,0.29612,-0.033063,-0.56154,
-0.3484,0.057197,-0.097958,-0.064943,0.38476,-0.037446,2.2554,
-2.1376,-0.036984,0.043774,0.01514,-0.12958,0.015623,-0.63423,
1.2884,0.011162,-0.0078922,0.015002,-0.20613,-0.021428,0.67144,
1.175,0.037963,0.10603,0.063271,-0.17601,0.017842,-0.17538,
-0.86821,-0.093531,0.18875,0.054312,-0.16408,0.0026585,-0.66718,
1.3322,0.050656,-0.14444,-0.032758,0.26906,-0.009316,0.36745,
0.091974,-0.083319,0.051914,-0.026664,0.089633,0.040493,0.28846,
0.12989,-0.022721,-0.090083,-0.077091,0.12195,0.0086337,0.59397,
1.2634,0.0066392,-0.057134,-0.05057,-0.095692,-0.015819,0.75206,
0.73767,-0.036332,-0.055869,0.10922,-0.13319,0.0096101,-0.21359,
0.90841,0.00729,0.10875,0.032745,-0.26268,0.012464,0.41962,
1.1783,0.031937,0.0011839,-0.027335,0.048045,-0.024405,0.2599,
-0.0039821,-0.090551,0.16027,0.022067,-0.42799,0.0083921,-0.40922,
-1.1986,0.031655,0.10761,0.088226,-0.51817,0.049761,-0.10564,
-0.16418,-0.04152,0.12443,-0.0063554,-0.1131,0.008155,-0.062386,
1.8166,0.02524,-0.20668,-0.046805,0.14225,-0.023782,1.1767,
1.5109,0.074343,-0.020647,-0.011438,0.27102,-0.040566,0.54925,
0.86258,-0.064642,0.076008,0.099091,-0.16194,0.023294,-0.25677,
-2.3193,-0.0082786,-0.016217,-0.080369,-0.04843,0.014527,-0.44443,
1.1679,-0.032587,-0.0067575,0.076962,-0.095287,0.012348,-0.12469,
-2.3681,-0.055351,0.0094304,0.082516,-0.43024,0.010689,-0.74593,
1.9981,-0.12206,0.44162,0.07236,6.18E-05,0.019045,0.50243,
0.45037,0.06178,-0.02023,0.0088675,0.17262,-0.022927,-0.84933,
-1.4971,0.087712,0.20521,0.083844,-0.14396,0.033634,-0.96279,
0.51889,0.0041288,-0.0087302,0.028503,-0.1151,0.00030559,0.58806,
1.556,-0.059308,0.26306,0.029554,0.060267,-0.023786,0.50285,
-0.61296,0.022078,-0.040101,-0.01189,0.044458,-0.0049442,0.53589,
-1.6914,0.070438,-0.030551,-0.02457,0.017267,0.0063247,-0.22169,
0.11464,-0.1382,0.23269,0.078461,-0.15284,0.018697,-0.7358,
-0.24873,0.12378,-0.0036667,-0.0025104,-0.12176,0.011168,-0.59805,
1.8993,0.050811,-0.32181,-0.055093,0.36111,-0.019869,0.96661,
0.039977,0.020767,-0.13794,0.023401,-0.34668,0.029897,-0.72638,
1.162,-0.028763,0.105,0.057106,-0.36232,0.024236,0.34584,
-0.6388,-0.11341,0.48152,0.043353,-0.11141,0.0098753,0.34256,
0.41367,-0.028609,-0.048705,0.065365,-0.17316,0.020147,-0.011669,
-2.1317,-0.0049801,-0.15324,-0.080411,0.021075,-0.0054484,-0.40885,
0.84086,0.13189,-0.14595,0.0082202,-0.13058,-0.0018465,0.25797,
0.68357,-0.042149,0.17204,0.004606,-0.191,0.0094527,0.79906,
-1.061,0.011849,-0.042969,-0.02226,0.48234,-0.049567,0.20877,
-2.0474,0.027961,-0.21155,-0.173,0.27939,0.019099,-0.36854,
0.58275,0.047085,-0.13132,-0.068306,0.13559,-0.015594,0.53231,
0.48907,-0.043511,-0.076019,-0.0086272,0.1675,-0.016704,0.58454,
-1.7775,-0.067828,0.1253,0.030497,0.1581,-0.0094,-0.61414,
-1.282,0.030133,0.0077085,-0.0231,-0.0015033,0.0033971,-0.15806,
1.8655,-0.03196,0.082869,-0.01276,0.20539,-0.042967,0.9109,
-1.6775,-0.14491,0.34658,0.053448,0.052425,-0.0082365,-0.037793,
1.3985,-0.051973,0.0051498,-0.067228,0.25277,-0.024187,0.77337,
-1.7705,0.0076043,-0.028403,0.065114,-0.21239,0.022607,-0.35857,
0.12893,-0.048982,0.16645,0.014578,-0.17043,-0.040086,0.36111,
1.5138,0.031887,-0.13063,-0.030442,-0.11637,-0.02167,0.88707,
-1.1646,-0.045529,0.014118,-0.052178,0.50093,-0.051877,0.25018,
0.3715,0.036513,0.017943,0.0045508,0.052011,0.013465,-0.78472,
1.0306,0.061467,-0.092286,-0.0028264,-0.075581,0.001264,-0.014062,
0.78176,-0.0030326,0.10509,0.049292,0.081214,-0.020851,0.42666,
-1.0289,0.013532,-0.21112,-0.021949,0.2149,-0.041133,0.73789,
-0.17321,-0.089221,0.029213,0.066477,-0.30873,0.026635,-0.92927,
-0.70566,0.014676,-0.10474,-0.082066,0.18074,-0.035909,1.0364,
-0.92096,-0.013386,-0.11944,-0.087624,0.16101,-0.046029,1.1704,
0.66964,-0.008884,-0.051389,-0.05884,0.41765,-0.018683,0.11037,
1.0786,-0.040365,0.37808,0.055779,0.098844,0.030167,-0.21533,
-0.48257,-0.057797,0.018579,0.04251,-0.21125,0.027954,-0.3502,
0.79838,-7.38E-06,-0.18347,-0.1014,0.49754,-0.044768,1.0033,
-0.11514,-0.025753,-0.010655,0.060885,-0.35415,0.02382,-1.0945,
-0.42822,-0.0022507,0.030758,0.023946,-0.15151,0.059214,-1.3263,
-2.6173,-0.028593,0.049503,0.11187,-0.5563,0.077127,-3.2786,
0.73431,-0.02195,0.18895,0.029171,-0.15342,-0.010818,0.35868,
0.43912,0.033734,0.064783,-0.035991,0.03044,0.043306,-0.70636,
-1.1455,0.042667,-0.21154,-0.0082619,0.13968,-0.0042091,0.25298,
1.371,-0.01882,-0.22155,-0.082502,0.25743,-0.0041033,0.6758,
0.51889,0.019217,0.091246,0.13619,-0.13648,0.021818,-0.042109,
-0.56842,0.10957,-0.29741,-0.088355,0.17449,-0.035256,0.83505,
1.8966,-0.021122,0.095508,0.041668,0.35587,-0.04469,0.69325,
2.0685,-0.040231,-0.037352,0.013334,0.0055208,-0.047407,1.2518,
0.57115,0.037011,0.037011,-0.047675,0.22465,-0.021531,0.53298,
0.3226,0.0085124,-0.13668,-0.022028,-0.10937,0.00837,0.37762,
0.61351,-0.02899,0.0047739,0.05972,0.10803,-0.01739,0.59629,
-1.8514,-0.019159,-0.010271,-0.043718,0.044067,-0.010886,-0.27299,
-0.70804,-0.051713,0.26561,0.10269,-0.06449,0.031208,-0.053926,
1.874,-0.062999,0.060685,0.032633,0.09781,0.00032058,0.78721,
0.91453,-0.058109,0.07183,-0.010531,0.099397,-0.0065815,0.16185,
-0.31834,-0.042601,-0.133,0.006266,-0.18301,0.024016,-0.37693,
0.78905,-0.067301,0.2616,0.10346,-0.11971,-0.0048216,0.4538,
1.1443,0.079907,-0.10891,-0.031356,0.32986,-0.0078298,0.14293,
0.34341,-0.040639,-0.17545,-0.089494,0.26692,-0.014395,-0.22436,
0.3648,-0.0035652,0.046804,-0.06857,0.20418,-0.010405,0.33368,
1.3981,-0.029631,0.12051,-0.0091611,-0.052926,-0.002308,0.79688,
-0.030818,-0.12762,0.25996,0.080354,-0.4505,0.025613,-0.54082,
0.82992,-0.050384,0.025175,-0.0063602,0.12803,0.0069201,0.80412,
-0.39067,0.022569,-0.035304,0.062775,-0.32609,0.038933,-0.96937,
0.022944,0.065334,-0.075674,-0.0077022,-0.19605,0.024362,-0.92499,
0.49255,0.00090188,-0.025139,-0.05902,0.24755,-0.012392,0.33252,
-0.15529,-0.04052,0.099784,-0.019176,-0.32717,0.027267,0.20505,
1.0981,0.079295,-0.17105,-0.0079778,-0.15974,-0.0052429,0.18775,
0.059831,0.041937,0.092128,-0.00070025,-0.2093,-0.0097413,-0.145,
-0.12887,0.067844,-0.23926,-0.055534,0.0080415,0.002275,-0.32159,
1.3494,-0.1314,0.54847,0.17377,-0.37535,0.042418,-0.38813,
0.68767,0.076433,-0.19823,-0.023859,0.13258,0.013618,0.4544,
-1.2657,0.038939,-0.073047,-0.032919,0.17106,0.0072438,-0.082576,
0.96271,-0.055273,0.078136,0.010579,-0.072796,0.018529,0.37092,
-0.42003,-0.015063,0.25323,0.12959,-0.38714,0.045759,-1.1373,
0.16466,-0.12337,0.23553,0.15978,-0.42372,0.04025,-0.35332,
-0.26151,0.07315,-0.1065,-0.041323,0.21075,0.0022955,-0.79649,
1.4294,0.0092986,-0.051479,-0.016446,0.32835,-0.027076,0.23168,
0.32468,0.012133,-0.13673,-0.051191,0.29003,-0.016798,-0.41468,
-0.20429,-0.040267,0.021483,0.056797,-0.34716,0.017045,-0.75231,
-0.9867,0.041872,0.043208,-0.0004155,-0.093291,0.014656,0.28073,
1.7003,-0.011383,0.046699,0.092199,-0.22256,0.0070812,0.32683,
-1.9011,-0.044011,0.22284,0.037622,-0.20375,0.040799,-0.71185,
-0.55081,-0.034668,-0.01094,-0.00059887,-0.32569,0.05717,-0.55158,
0.1431,-0.030159,0.12235,0.11121,-0.11263,-0.0023243,-0.42433,
-0.89381,0.07009,-0.28012,-0.088886,0.47014,-0.046086,0.68718,
0.19092,0.030491,-0.13448,0.044139,-0.067096,-0.010925,-0.091962,
0.89268,0.0064891,-0.097112,-0.027653,0.18821,0.011731,-0.12362,
1.8291,0.014035,0.25584,0.059414,-0.010925,-0.015674,0.19437,
0.59178,0.026717,-0.24861,-0.051124,-0.070141,-0.024075,0.97094,
1.0095,0.076322,0.012355,0.021879,-0.16167,0.013739,-0.25114,
-0.58503,0.035342,-0.040541,0.089612,-0.52284,0.044409,-0.7043,
-0.026447,-0.060208,0.018787,0.018818,0.00038643,-0.039575,0.11461,
-1.872,-0.07294,-0.025049,0.0032295,-0.15078,0.0086825,-0.26737,
0.07004,-0.11787,0.19064,0.13804,-0.56449,0.036048,-1.0384,
-0.053959,-0.033773,0.017664,-0.033846,0.25097,-0.0045881,0.051312,
1.0312,-0.0519,-0.26418,-0.12253,0.14929,-0.016185,1.6334,
-0.70038,0.13339,-0.15069,0.0046402,-0.18445,0.0074823,0.37914,
-0.67608,0.0086086,0.037118,0.04871,0.1239,-0.027825,0.37306,
-1.0143,-0.10287,0.1363,0.0016176,0.22985,-0.023491,0.49253,
0.0051506,0.05602,-0.044547,0.037294,0.030694,0.017257,-0.43187,
0.37661,0.04933,-0.2096,-0.00031948,0.16608,-0.028377,0.18383,
0.75409,0.02034,-0.029019,-0.03662,-0.025414,0.0091515,0.083071,
-1.0323,0.18132,-0.63997,-0.072411,0.22964,-0.047667,0.39068,
1.9415,-0.017164,0.13193,0.027584,0.23046,-0.0094924,0.50639,
-1.8815,-0.0039047,-0.0052958,0.021559,-0.27768,0.012209,-0.40832,
1.5811,0.039409,-0.20336,-0.044119,0.29962,-0.0049631,0.69875,
0.77125,-0.0090852,-0.091136,0.064266,-0.10077,-0.015996,0.76544,
0.61953,-0.068249,0.14035,0.14258,-0.0069134,0.036627,0.050413,
-1.4275,0.0035401,0.12448,0.056544,-0.10381,0.021273,-0.34978,
-0.62739,-0.12986,0.083959,0.03749,-0.38304,0.035607,-0.17681,
-1.0458,0.039352,0.1051,0.054176,-0.32581,0.003313,0.2254,
-0.29666,-0.061683,0.016955,-0.0048023,-0.21685,0.015108,0.14332,
-0.77741,0.11934,-0.19257,-0.10245,0.41824,-0.02018,0.51573,
-1.4441,0.031529,0.069549,-0.021613,0.1213,0.011982,-0.084294,
0.24085,-0.019605,0.23913,0.049031,-0.25478,0.0017069,0.15141,
-2.2686,0.046025,-0.14068,-0.040289,0.0048384,-0.0088475,-0.62053,
0.25409,0.098287,0.021493,-0.053082,0.016722,0.0084057,-0.036313,
1.0052,0.039323,-0.16655,-0.011904,-0.032672,-0.019424,0.32087,
-0.69297,0.0083852,-0.24847,-0.08796,0.48809,-0.023703,0.91123,
-0.29836,-0.0041294,0.048679,0.03886,-0.25017,0.010314,-0.99128,
0.25868,-0.0061406,-0.088155,-0.02274,0.13342,-0.0098742,-0.62172,
0.026422,0.045256,-0.16986,-0.09603,-0.11409,0.0099881,-0.56902,
1.6423,0.071993,-0.030824,-0.097998,0.47783,-0.024181,0.36985,
1.3022,-0.013822,0.068514,0.064888,0.022041,-0.025689,0.36415,
0.54749,-0.15865,0.61348,0.15772,-0.7638,0.042435,0.15321,
-1.9095,0.048634,-0.45381,-0.10333,-0.084593,0.014416,0.15188,
1.5765,-0.0056251,0.26093,0.095119,-0.29937,0.023776,-0.018828,
0.38583,0.088173,-0.19968,-0.044016,-0.0022775,-1.36E-05,0.19027,
0.63861,-0.057216,0.090773,-0.037741,0.23266,-0.016757,0.43078,
0.67021,0.038009,-0.15254,-0.03559,0.022385,-0.0056622,-0.29206,
-0.63363,0.050676,0.17104,0.039165,0.10977,0.026166,-0.16433,
-0.024676,-0.067583,0.11447,0.038633,-0.22137,0.052243,-1.0187,
1.8426,0.0047772,0.051085,0.077258,-0.20831,0.033411,0.57011,
1.2359,0.0060134,-0.10541,0.029967,-0.4798,0.032339,0.72142,
0.72264,0.044435,-0.12162,-0.1251,0.63013,-0.026418,0.6481,
0.37016,0.076996,-0.05865,0.0041765,0.19841,-0.042943,0.18685,
0.38183,0.015582,0.13416,-0.01479,-0.048812,0.010389,0.060678,
0.95143,-0.019833,-0.16416,-0.11363,0.35489,-0.034993,0.66817,
-0.67965,-0.0036866,-0.12522,-0.045571,-0.069127,-0.0048315,-0.1715,
1.539,0.029803,0.016132,0.060237,-0.012414,-0.013935,0.32842,
1.2923,-0.028306,-0.0061667,-0.034273,0.12387,-0.015683,0.38069,
-0.24624,0.011499,0.039398,-0.05049,-0.06643,0.046558,-0.5958,
-1.2467,0.025659,-0.30701,-0.11159,0.31318,-0.03905,0.82128,
-0.041332,0.0056946,-0.18179,-0.0081304,-0.12266,0.018142,-0.47679,
-0.39583,-0.045356,-0.081084,-0.041332,0.0055103,0.0091347,-0.3868,
